# tiempo (s), tension (V)
0.000000000000000000e+00,-1.004607687438581420e+00
6.250000000000000347e-03,1.000585972159174553e+00
1.250000000000000069e-02,-1.004114000105087445e+00
1.875000000000000278e-02,-1.004772249883143509e+00
2.500000000000000139e-02,1.000915097573802148e+00
3.125000000000000000e-02,1.000421409451973664e+00
3.750000000000000555e-02,-1.004443124994051306e+00
4.375000000000000416e-02,1.000256846744848049e+00
5.000000000000000278e-02,1.000750534866450714e+00
5.625000000000000139e-02,-1.004443124994051306e+00
6.250000000000000000e-02,1.000421409451973664e+00
6.875000000000000555e-02,1.000750534866450714e+00
7.500000000000001110e-02,-1.004607687438581420e+00
8.125000000000000278e-02,-1.004607687438581420e+00
8.750000000000000833e-02,1.000750534866450714e+00
9.375000000000000000e-02,-1.004772249883143509e+00
1.000000000000000056e-01,-1.004607687438581420e+00
1.062500000000000111e-01,1.000750534866450714e+00
1.125000000000000028e-01,-1.003949437660653476e+00
1.187500000000000083e-01,-1.004936812327738016e+00
1.250000000000000000e-01,1.000750534866450714e+00
1.312500000000000056e-01,1.000585972159174553e+00
1.375000000000000111e-01,-1.004443124994051306e+00
1.437500000000000167e-01,1.000421409451973664e+00
1.500000000000000222e-01,1.000585972159174553e+00
1.562500000000000000e-01,-1.004772249883143509e+00
1.625000000000000056e-01,1.000421409451973664e+00
1.687500000000000111e-01,1.000421409451973664e+00
1.750000000000000167e-01,-1.004607687438581420e+00
1.812500000000000222e-01,-1.004114000105087445e+00
1.875000000000000000e-01,1.001079660281228634e+00
1.937500000000000056e-01,-1.004443124994051306e+00
2.000000000000000111e-01,-1.004443124994051306e+00
2.062500000000000167e-01,1.000750534866450714e+00
2.125000000000000222e-01,-1.004278562549553389e+00
2.187500000000000000e-01,-1.004278562549553389e+00
2.250000000000000056e-01,1.000750534866450714e+00
2.312500000000000111e-01,1.000750534866450714e+00
2.375000000000000167e-01,-1.004772249883143509e+00
2.437500000000000222e-01,1.000750534866450714e+00
2.500000000000000000e-01,1.001079660281228634e+00
2.562500000000000333e-01,-1.004607687438581420e+00
2.625000000000000111e-01,1.000421409451973664e+00
2.687499999999999889e-01,1.000421409451973664e+00
2.750000000000000222e-01,-1.004278562549553389e+00
2.812500000000000000e-01,-1.004607687438581420e+00
2.875000000000000333e-01,1.000750534866450714e+00
2.937500000000000111e-01,-1.004443124994051306e+00
3.000000000000000444e-01,-1.004443124994051306e+00
3.062500000000000222e-01,1.000750534866450714e+00
3.125000000000000000e-01,-1.004278562549553389e+00
3.187500000000000333e-01,-1.004607687438581420e+00
3.250000000000000111e-01,1.000585972159174553e+00
3.312500000000000444e-01,1.000915097573802148e+00
3.375000000000000222e-01,-1.004607687438581420e+00
3.437500000000000000e-01,1.000750534866450714e+00
3.500000000000000333e-01,1.000585972159174553e+00
3.562500000000000111e-01,-1.004443124994051306e+00
3.625000000000000444e-01,1.000421409451973664e+00
3.687500000000000222e-01,1.000750534866450714e+00
3.750000000000000000e-01,-1.004607687438581420e+00
3.812500000000000333e-01,-1.004607687438581420e+00
3.875000000000000111e-01,1.000915097573802148e+00
3.937500000000000444e-01,-1.004443124994051306e+00
4.000000000000000222e-01,-1.004443124994051306e+00
4.062500000000000000e-01,1.000256846744848049e+00
4.125000000000000333e-01,-1.004607687438581420e+00
4.187500000000000111e-01,-1.004607687438581420e+00
4.250000000000000444e-01,1.000585972159174553e+00
4.312500000000000222e-01,1.000915097573802148e+00
4.375000000000000000e-01,-1.004772249883143509e+00
4.437500000000000333e-01,1.001079660281228634e+00
4.500000000000000111e-01,1.000585972159174553e+00
4.562500000000000444e-01,-1.004278562549553389e+00
4.625000000000000222e-01,1.000256846744848049e+00
4.687500000000000000e-01,1.000585972159174553e+00
4.750000000000000333e-01,-1.004772249883143509e+00
4.812500000000000111e-01,-1.004772249883143509e+00
4.875000000000000444e-01,1.000421409451973664e+00
4.937500000000000222e-01,-1.004443124994051306e+00
5.000000000000000000e-01,-1.004607687438581420e+00
5.062499999999999778e-01,1.001079660281228634e+00
5.125000000000000666e-01,-1.004278562549553389e+00
5.187500000000000444e-01,-1.004114000105087445e+00
5.250000000000000222e-01,1.000750534866450714e+00
5.312500000000000000e-01,1.000585972159174553e+00
5.374999999999999778e-01,-1.004607687438581420e+00
5.437500000000000666e-01,1.000585972159174553e+00
5.500000000000000444e-01,1.000915097573802148e+00
5.562500000000000222e-01,-1.004772249883143509e+00
5.625000000000000000e-01,1.000585972159174553e+00
5.687499999999999778e-01,1.000421409451973664e+00
5.750000000000000666e-01,-1.004772249883143509e+00
5.812500000000000444e-01,-1.004443124994051306e+00
5.875000000000000222e-01,1.000585972159174553e+00
5.937500000000000000e-01,-1.004278562549553389e+00
6.000000000000000888e-01,-1.004443124994051306e+00
6.062500000000000666e-01,1.000750534866450714e+00
6.125000000000000444e-01,-1.004278562549553389e+00
6.187500000000000222e-01,-1.004772249883143509e+00
6.250000000000000000e-01,1.000585972159174553e+00
6.312500000000000888e-01,1.000915097573802148e+00
6.375000000000000666e-01,-1.004607687438581420e+00
6.437500000000000444e-01,1.000421409451973664e+00
6.500000000000000222e-01,1.000585972159174553e+00
6.562500000000000000e-01,-1.004772249883143509e+00
6.625000000000000888e-01,1.000256846744848049e+00
6.687500000000000666e-01,1.000585972159174553e+00
6.750000000000000444e-01,-1.004607687438581420e+00
6.812500000000000222e-01,-1.004772249883143509e+00
6.875000000000000000e-01,1.000750534866450714e+00
6.937500000000000888e-01,-1.004443124994051306e+00
7.000000000000000666e-01,-1.004443124994051306e+00
7.062500000000000444e-01,1.000585972159174553e+00
7.125000000000000222e-01,-1.004114000105087445e+00
7.187500000000000000e-01,-1.004772249883143509e+00
7.250000000000000888e-01,1.000585972159174553e+00
7.312500000000000666e-01,1.000585972159174553e+00
7.375000000000000444e-01,-1.004607687438581420e+00
7.437500000000000222e-01,1.000585972159174553e+00
7.500000000000000000e-01,1.000750534866450714e+00
7.562500000000000888e-01,-1.004772249883143509e+00
7.625000000000000666e-01,1.000421409451973664e+00
7.687500000000000444e-01,1.000585972159174553e+00
7.750000000000000222e-01,-1.004278562549553389e+00
7.812500000000000000e-01,-1.005101374772364276e+00
7.875000000000000888e-01,1.000585972159174553e+00
7.937500000000000666e-01,-1.005101374772364276e+00
8.000000000000000444e-01,-1.004443124994051306e+00
8.062500000000000222e-01,1.000585972159174553e+00
8.125000000000000000e-01,-1.004114000105087445e+00
8.187500000000000888e-01,-1.004443124994051306e+00
8.250000000000000666e-01,1.000585972159174553e+00
8.312500000000000444e-01,1.000585972159174553e+00
8.375000000000000222e-01,-1.004607687438581420e+00
8.437500000000000000e-01,1.000750534866450714e+00
8.500000000000000888e-01,1.000750534866450714e+00
8.562500000000000666e-01,-1.004607687438581420e+00
8.625000000000000444e-01,1.000750534866450714e+00
8.687500000000000222e-01,1.000421409451973664e+00
8.750000000000000000e-01,-1.004772249883143509e+00
8.812500000000000888e-01,-1.004443124994051306e+00
8.875000000000000666e-01,1.000750534866450714e+00
8.937500000000000444e-01,-1.004443124994051306e+00
9.000000000000000222e-01,-1.004607687438581420e+00
9.062500000000000000e-01,1.000585972159174553e+00
9.125000000000000888e-01,-1.004114000105087445e+00
9.187500000000000666e-01,-1.004607687438581420e+00
9.250000000000000444e-01,1.000585972159174553e+00
9.312500000000000222e-01,1.000421409451973664e+00
9.375000000000000000e-01,-1.004607687438581420e+00
9.437500000000000888e-01,1.000750534866450714e+00
9.500000000000000666e-01,1.000750534866450714e+00
9.562500000000000444e-01,-1.004607687438581420e+00
9.625000000000000222e-01,1.000421409451973664e+00
9.687500000000000000e-01,1.000421409451973664e+00
9.750000000000000888e-01,-1.004607687438581420e+00
9.812500000000000666e-01,-1.004443124994051306e+00
9.875000000000000444e-01,1.000915097573802148e+00
9.937500000000000222e-01,-1.004607687438581420e+00
# Medimos aliasing. Entrada = cuadrada 2Vpp 50Hz. Variando frecuencia de sampleo de a 10 Hz entre 10 Hz y 500 Hz.
